Discounted_Price,Actual_Price,Current_Discount,Rating,Sales,Type,Optimal_Discount
"₹1,499","₹7,999",81%,4.2,22636,Electronics,13.893727672172043
"₹18,499","₹25,999",29%,4.1,22318,Electronics,18.360716612733817
₹369,₹700,47%,4.4,67259,Electronics,4.042767476853374
"₹12,999","₹17,999",28%,4.1,18998,Electronics,17.238611994883527
"₹1,799","₹19,999",91%,4.2,13937,Electronics,17.58646711957593
"₹2,199","₹9,999",78%,4.2,29471,Electronics,14.919515985233463
"₹16,999","₹24,999",32%,4.1,22318,Electronics,18.253182677827912
"₹16,499","₹20,999",21%,4.0,21350,Electronics,17.74032534513846
"₹1,799","₹19,999",91%,4.2,13937,Electronics,17.58646711957593
₹399,"₹1,099",64%,4.2,24270,Computers&Accessories,30.190158473000817
"₹8,499","₹10,999",23%,4.1,313836,Electronics,15.336236476560591
"₹6,499","₹8,499",24%,4.1,313836,Electronics,14.17867098107656
"₹1,799","₹19,999",91%,4.2,13937,Electronics,17.58646711957593
"₹8,999","₹11,999",25%,4.0,12796,Electronics,15.703928143683108
₹139,₹495,72%,4.3,14185,Electronics,3.388264978569448
"₹3,999","₹16,999",76%,4.3,17159,Electronics,17.04096595955953
"₹2,998","₹5,999",50%,4.1,5179,Electronics,12.494891513647788
₹199,₹349,43%,4.0,43993,Computers&Accessories,27.891205793079493
"₹15,499","₹18,999",18%,4.1,19252,Electronics,17.419786840964306
₹199,₹999,80%,3.9,7928,Computers&Accessories,29.916844078715123
"₹1,799","₹19,999",91%,4.2,13937,Electronics,17.58646711957593
"₹8,999","₹11,999",25%,4.0,12796,Electronics,15.703928143683108
₹873,"₹1,699",49%,4.4,1680,Electronics,6.6590259914784955
"₹12,999","₹15,999",19%,4.2,13246,Electronics,16.824495595903322
₹539,"₹1,599",66%,3.8,14648,Electronics,6.432815942463528
"₹1,999","₹9,999",80%,4.3,27696,Electronics,14.919515985233463
"₹15,490","₹20,990",26%,4.2,32916,Electronics,17.738993420704922
"₹19,999","₹24,999",20%,3.9,25824,Electronics,18.253182677827912
"₹1,075","₹1,699",37%,4.4,7462,Electronics,6.6590259914784955
₹399,₹699,43%,4.0,37817,Electronics,4.03968906666753
"₹1,999","₹3,990",50%,4.0,30254,Electronics,10.463156603173067
"₹1,999","₹7,990",75%,3.8,17831,Electronics,13.888397718739846
₹329,₹699,53%,4.2,94364,Computers&Accessories,29.03935092689105
₹154,₹399,61%,4.2,16905,Computers&Accessories,28.06434047721656
"₹28,999","₹34,999",17%,4.4,20311,Electronics,19.086564624413644
"₹2,299","₹7,990",71%,4.2,69622,Electronics,13.888397718739846
₹399,"₹1,999",80%,4.0,3382,Electronics,7.298871732348519
"₹1,149","₹3,999",71%,4.3,140036,Electronics,10.47428130977438
₹529,"₹1,499",65%,4.1,8599,Electronics,6.199644513266533
"₹13,999","₹19,499",28%,4.1,18998,Electronics,17.50482786886365
₹379,₹999,62%,4.1,363713,Electronics,4.9171822184916
"₹13,999","₹19,999",30%,4.1,19252,Electronics,17.58646711957593
"₹3,999","₹9,999",60%,4.4,73,Electronics,14.919515985233463
₹149,"₹1,000",85%,3.9,24870,Computers&Accessories,29.919622319533033
₹99,₹499,80%,4.3,42641,Electronics,3.4015025578728895
"₹4,790","₹15,990",70%,4.0,4390,Electronics,16.822453710063844
"₹33,999","₹33,999",0%,4.3,17415,Electronics,19.022458813968182
₹99,₹999,90%,4.0,1396,Computers&Accessories,29.916844078715123
₹299,"₹1,900",84%,3.6,18202,Electronics,7.093873502787776
"₹10,999","₹14,999",27%,4.1,18998,Electronics,16.586377113475557
"₹34,999","₹38,999",10%,4.2,11029,Electronics,19.31384819918239
"₹16,999","₹24,999",32%,4.1,22318,Electronics,18.253182677827912
₹199,₹499,60%,4.1,1786,Electronics,3.4015025578728895
₹999,"₹1,599",38%,4.0,7222,Electronics,6.432815942463528
"₹1,299","₹1,599",19%,4.0,128311,Electronics,6.432815942463528
₹599,"₹1,800",67%,3.5,83996,Electronics,6.880744773035005
₹599,"₹1,899",68%,4.3,140036,Electronics,7.0917727992621655
"₹1,799","₹2,499",28%,4.1,18678,Electronics,8.251515777796424
₹176.63,₹499,65%,4.1,15189,Computers&Accessories,28.401164418096407
"₹10,999","₹14,999",27%,4.1,18998,Electronics,16.586377113475557
"₹2,999","₹7,990",62%,4.1,48449,Electronics,13.888397718739846
"₹1,999","₹7,990",75%,3.8,17831,Electronics,13.888397718739846
₹229,₹299,23%,4.3,30411,Computers&Accessories,27.714803800315575
₹199,₹299,33%,4.0,43994,Computers&Accessories,27.714803800315575
₹649,₹999,35%,4.2,1315,Electronics,4.9171822184916
"₹13,999","₹19,499",28%,4.1,18998,Electronics,17.50482786886365
₹119,₹299,60%,4.1,5999,Electronics,2.7151419400920522
"₹12,999","₹17,999",28%,4.1,50772,Electronics,17.238611994883527
₹154,₹339,55%,4.3,13391,Computers&Accessories,27.856189716673573
"₹20,999","₹26,999",22%,3.9,25824,Electronics,18.461529466674328
₹249,₹649,62%,4.0,14404,Electronics,3.8843789404566205
₹99,₹171,42%,4.5,11339,Electronics,2.2480079033886735
₹489,"₹1,999",76%,4.0,3626,Electronics,7.298871732348519
₹369,"₹1,600",77%,4.0,32625,Electronics,6.43511197446103
"₹15,499","₹20,999",26%,4.1,19252,Electronics,17.74032534513846
"₹15,499","₹18,999",18%,4.1,19252,Electronics,17.419786840964306
"₹22,999","₹28,999",21%,3.9,25824,Electronics,18.64536414765329
₹599,"₹1,490",60%,4.1,161679,Electronics,6.178306632909925
₹134,₹699,81%,4.1,16685,Electronics,4.03968906666753
"₹7,499","₹7,999",6%,4.0,30907,Electronics,13.893727672172043
"₹1,149","₹2,199",48%,4.3,178912,Electronics,7.695808956786015
"₹1,324","₹1,699",22%,4.0,128311,Electronics,6.6590259914784955
"₹13,999","₹19,999",30%,4.1,19252,Electronics,17.58646711957593
₹299,₹799,63%,4.2,94364,Computers&Accessories,29.341936511635126
₹999,"₹1,599",38%,4.0,7222,Electronics,6.432815942463528
"₹12,999","₹17,999",28%,4.1,18998,Electronics,17.238611994883527
"₹15,490","₹20,990",26%,4.2,32916,Electronics,17.738993420704922
₹999,"₹2,899",66%,4.6,26603,Electronics,8.926796767702982
"₹1,599","₹4,999",68%,4.0,67950,Electronics,11.58562702596618
"₹1,324","₹1,699",22%,4.0,128311,Electronics,6.6590259914784955
"₹20,999","₹29,990",30%,4.3,9499,Electronics,18.7286677089999
₹999,"₹1,999",50%,4.3,1777,Electronics,7.298871732348519
"₹12,490","₹15,990",22%,4.2,58506,Electronics,16.822453710063844
"₹17,999","₹21,990",18%,4.0,21350,Electronics,17.881551171919124
₹350,₹899,61%,4.2,2263,Computers&Accessories,29.634263219120538
"₹1,399","₹1,630",14%,4.0,9378,Electronics,6.503670866549332
₹159,₹399,60%,4.1,4768,Computers&Accessories,28.06434047721656
"₹1,499","₹6,990",79%,3.9,21796,Electronics,13.246343556334816
"₹1,999","₹7,990",75%,3.8,17833,Electronics,13.888397718739846
₹999,"₹2,899",66%,4.7,7779,Electronics,8.926796767702982
"₹2,099","₹5,999",65%,4.3,17129,Electronics,12.494891513647788
₹337,₹699,52%,4.2,4969,Electronics,4.03968906666753
"₹2,999","₹7,990",62%,4.1,154,Electronics,13.888397718739846
"₹1,299","₹5,999",78%,3.3,4415,Electronics,12.494891513647788
₹349,₹399,13%,4.4,18757,Computers&Accessories,28.06434047721656
"₹16,499","₹20,990",21%,4.0,21350,Electronics,17.738993420704922
₹499,₹499,0%,4.2,31539,Electronics,3.4015025578728895
₹970,"₹1,799",46%,4.5,815,Computers&Accessories,31.878243685420177
₹999,"₹2,899",66%,4.6,6129,Electronics,8.926796767702982
"₹10,499","₹13,499",22%,4.2,284,Electronics,16.18092952070022
₹249,₹399,38%,4.0,43994,Computers&Accessories,28.06434047721656
₹251,₹999,75%,3.7,3234,Electronics,4.9171822184916
₹199,₹499,60%,4.1,13045,Computers&Accessories,28.401164418096407
"₹6,499","₹7,999",19%,4.1,313832,Electronics,13.893727672172043
"₹2,999","₹9,999",70%,4.2,20879,Electronics,14.919515985233463
₹279,"₹1,499",81%,4.2,2646,Electronics,6.199644513266533
₹269,"₹1,499",82%,4.5,28978,Electronics,6.199644513266533
"₹8,999","₹13,499",33%,3.8,3145,Electronics,16.18092952070022
₹59,₹199,70%,4.0,9377,Computers&Accessories,27.351820819244523
₹599,"₹1,299",54%,4.1,192589,Electronics,5.711091326642954
₹349,₹999,65%,3.8,16557,Electronics,4.9171822184916
"₹13,999","₹19,499",28%,4.1,18998,Electronics,17.50482786886365
₹349,₹999,65%,3.8,16557,Electronics,4.9171822184916
₹499,₹599,17%,4.2,21916,Electronics,3.7262949237972207
"₹2,199","₹9,999",78%,4.2,29472,Electronics,14.919515985233463
₹95,₹499,81%,4.2,1949,Electronics,3.4015025578728895
₹139,₹249,44%,4.0,9377,Computers&Accessories,27.53504112946509
"₹4,499","₹7,999",44%,3.5,37,Electronics,13.893727672172043
₹89,₹599,85%,4.3,2351,Electronics,3.7262949237972207
"₹15,499","₹20,999",26%,4.1,19253,Electronics,17.74032534513846
"₹13,999","₹15,999",13%,3.9,2180,Electronics,16.824495595903322
"₹1,999","₹4,999",60%,3.9,7571,Electronics,11.58562702596618
"₹1,399","₹5,999",77%,3.3,4415,Electronics,12.494891513647788
₹599,₹999,40%,4.0,18654,Electronics,4.9171822184916
₹199,"₹1,099",82%,4.0,3197,Electronics,5.190496612777296
"₹1,799","₹6,990",74%,4.0,26880,Electronics,13.246343556334816
"₹1,499","₹6,990",79%,3.9,21796,Electronics,13.246343556334816
"₹20,999","₹29,990",30%,4.3,9499,Electronics,18.7286677089999
"₹12,999","₹13,499",4%,4.1,56098,Electronics,16.18092952070022
"₹16,999","₹20,999",19%,4.1,31822,Electronics,17.74032534513846
"₹19,999","₹27,990",29%,4.3,9499,Electronics,18.555405543678518
"₹12,999","₹18,999",32%,4.1,50772,Electronics,17.419786840964306
"₹2,999","₹5,999",50%,4.1,7148,Electronics,12.494891513647788
₹299,₹999,70%,4.3,20850,Computers&Accessories,29.916844078715123
₹970,"₹1,999",51%,4.4,184,Computers&Accessories,32.29853359257204
₹329,₹999,67%,4.2,3492,Electronics,4.9171822184916
"₹1,299","₹5,999",78%,3.3,4415,Electronics,12.494891513647788
"₹1,989","₹3,500",43%,4.4,67260,Electronics,9.82192124362324
"₹1,999","₹9,999",80%,4.3,27704,Electronics,14.919515985233463
"₹12,999","₹18,999",32%,4.1,50772,Electronics,17.419786840964306
"₹1,499","₹4,999",70%,4.0,92588,Electronics,11.58562702596618
"₹16,999","₹20,999",19%,4.1,31822,Electronics,17.74032534513846
"₹1,999","₹8,499",76%,4.3,240,Electronics,14.17867098107656
"₹4,999","₹6,999",29%,3.8,758,Electronics,13.25259929032321
₹99,₹666.66,85%,3.9,24870,Computers&Accessories,28.93920940140019
"₹2,499","₹5,999",58%,3.7,828,Electronics,12.494891513647788
"₹1,399","₹1,630",14%,4.0,9378,Electronics,6.503670866549332
"₹1,499","₹9,999",85%,4.2,22638,Electronics,14.919515985233463
₹899,"₹1,900",53%,4.4,13552,Computers&Accessories,32.09353536301129
₹249,₹599,58%,3.9,2147,Electronics,3.7262949237972207
₹299,"₹1,199",75%,4.5,596,Electronics,5.454992991438353
₹79,₹499,84%,4.2,1949,Electronics,3.4015025578728895
"₹13,999","₹15,999",13%,3.9,2180,Electronics,16.824495595903322
₹949,₹999,5%,4.2,31539,Electronics,4.9171822184916
₹99,₹499,80%,4.1,2451,Electronics,3.4015025578728895
"₹2,499","₹7,990",69%,4.1,154,Electronics,13.888397718739846
₹689,"₹1,999",66%,4.3,1193,Electronics,7.298871732348519
₹499,"₹1,899",74%,4.1,1475,Electronics,7.0917727992621655
₹299,₹999,70%,4.3,8891,Electronics,4.9171822184916
₹209,₹499,58%,3.6,104,Electronics,3.4015025578728895
"₹8,499","₹12,999",35%,4.1,6662,Electronics,16.03076291129759
"₹2,179","₹3,999",46%,4.0,8380,Electronics,10.47428130977438
"₹16,999","₹20,999",19%,4.1,31822,Electronics,17.74032534513846
"₹44,999","₹49,999",10%,4.3,3075,Electronics,19.76841224934206
"₹2,599","₹2,999",13%,3.9,14266,Electronics,9.085064430639264
"₹2,799","₹6,499",57%,4.1,38879,Electronics,12.890218742638499
"₹1,399","₹2,990",53%,4.1,97175,Electronics,9.070982570281563
₹649,"₹2,400",73%,4.4,67260,Electronics,8.073113612462668
₹799,"₹3,990",80%,3.8,119,Electronics,10.463156603173067
₹149,₹149,0%,4.3,10833,Computers&Accessories,27.165042142152313
₹799,"₹2,100",62%,4.3,8188,Computers&Accessories,32.501781943946185
"₹3,799","₹5,299",28%,3.5,1641,Electronics,11.876946574466325
₹199,"₹1,899",90%,4.0,4740,Electronics,7.0917727992621655
"₹23,999","₹32,999",27%,3.9,8866,Electronics,18.954978924707728
"₹29,990","₹39,990",25%,4.3,8399,Electronics,19.363910966829707
₹281,"₹1,999",86%,2.8,87,Electronics,7.298871732348519
"₹7,998","₹11,999",33%,3.8,125,Electronics,15.703928143683108
₹249,₹999,75%,4.5,38,Electronics,4.9171822184916
₹299,₹599,50%,4.3,4674,Electronics,3.7262949237972207
₹499,"₹1,899",74%,4.1,412,Electronics,7.0917727992621655
₹899,"₹3,499",74%,3.0,681,Electronics,9.820536997725798
"₹1,599","₹3,499",54%,4.0,36384,Electronics,9.820536997725798
₹120,₹999,88%,3.9,6491,Electronics,4.9171822184916
"₹3,999","₹6,999",43%,4.1,10229,Electronics,13.25259929032321
"₹12,999","₹18,999",32%,4.1,50772,Electronics,17.419786840964306
"₹1,599","₹2,599",38%,4.3,1801,Electronics,8.427000859362153
₹699,"₹1,199",42%,4.0,14404,Electronics,5.454992991438353
₹99,₹999,90%,4.4,305,Electronics,4.9171822184916
"₹7,915","₹9,999",21%,4.3,1376,Electronics,14.919515985233463
"₹1,499","₹7,999",81%,4.2,22638,Electronics,13.893727672172043
"₹1,055","₹1,249",16%,3.8,2352,Electronics,5.584066716310635
₹150,₹599,75%,4.3,714,Electronics,3.7262949237972207
₹219,₹700,69%,4.3,20052,Computers&Accessories,29.042429337076896
₹474,"₹1,799",74%,4.3,1454,Electronics,6.8785818251966555
₹115,₹499,77%,4.0,7732,Computers&Accessories,28.401164418096407
₹239,₹599,60%,3.9,2147,Electronics,3.7262949237972207
"₹7,499","₹9,499",21%,4.1,313832,Electronics,14.689599744777478
₹265,₹999,73%,3.7,465,Electronics,4.9171822184916
"₹37,990","₹74,999",49%,4.2,27790,Electronics,20.336611500780865
₹199,₹499,60%,4.1,602,Computers&Accessories,28.401164418096407
₹179,₹399,55%,4.0,1423,Computers&Accessories,28.06434047721656
"₹1,799","₹3,999",55%,4.6,245,Electronics,10.47428130977438
"₹8,499","₹11,999",29%,3.9,276,Electronics,15.703928143683108
"₹1,999","₹3,999",50%,4.0,30254,Electronics,10.47428130977438
"₹3,999","₹17,999",78%,4.3,17161,Electronics,17.238611994883527
₹219,₹499,56%,4.4,14,Electronics,3.4015025578728895
₹599,"₹1,399",57%,4.1,14560,Electronics,5.959185338196841
"₹2,499","₹2,999",17%,4.1,3156,Electronics,9.085064430639264
₹89,₹499,82%,4.1,9340,Electronics,3.4015025578728895
"₹2,999","₹11,999",75%,4.4,768,Electronics,15.703928143683108
₹314,"₹1,499",79%,4.5,28978,Electronics,6.199644513266533
"₹13,999","₹19,499",28%,4.1,18998,Electronics,17.50482786886365
₹139,₹499,72%,4.2,4971,Electronics,3.4015025578728895
"₹2,599","₹6,999",63%,4.5,1526,Electronics,13.25259929032321
₹365,₹999,63%,4.1,363711,Electronics,4.9171822184916
"₹1,499","₹4,490",67%,3.9,136954,Electronics,11.049219328294411
"₹1,998","₹9,999",80%,4.3,27709,Electronics,14.919515985233463
"₹1,799","₹7,990",77%,3.8,17833,Electronics,13.888397718739846
₹289,₹650,56%,4.3,253105,Computers&Accessories,28.887173941951914
₹599,₹895,33%,4.4,61314,Computers&Accessories,29.622760572289607
₹217,₹237,8%,3.8,7354,Computers&Accessories,27.491387324943258
"₹1,299","₹2,990",57%,3.8,180998,Electronics,9.070982570281563
₹263,₹699,62%,3.5,690,Computers&Accessories,29.03935092689105
₹569,"₹1,000",43%,4.4,67262,Electronics,4.9199604593095145
"₹1,999","₹4,999",60%,4.1,10689,Electronics,11.58562702596618
"₹1,399","₹3,990",65%,4.1,141841,Electronics,10.463156603173067
₹349,"₹1,499",77%,4.3,24791,Computers&Accessories,31.199306373490053
₹149,₹399,63%,3.5,21764,Electronics,3.064678616993036
₹599,₹999,40%,4.1,192587,Electronics,4.9171822184916
"₹1,220","₹3,990",69%,4.1,107151,Electronics,10.463156603173067
"₹1,499","₹6,990",79%,3.9,21797,Electronics,13.246343556334816
₹499,₹999,50%,3.9,92995,Electronics,4.9171822184916
₹99,₹999,90%,4.1,8751,Computers&Accessories,29.916844078715123
₹349,"₹1,299",73%,4.0,14283,Electronics,5.711091326642954
₹475,"₹1,500",68%,4.2,64273,Computers&Accessories,31.201673601584318
₹269,₹649,59%,4.3,54315,Computers&Accessories,28.884040800680143
₹299,₹599,50%,4.1,1597,Computers&Accessories,28.725956784020738
"₹1,599","₹3,999",60%,4.0,30254,Electronics,10.47428130977438
"₹1,499","₹7,999",81%,4.2,22638,Electronics,13.893727672172043
₹329,₹999,67%,3.9,77027,Electronics,4.9171822184916
₹549,"₹1,799",69%,4.3,28829,Computers&Accessories,31.878243685420177
"₹2,199","₹9,999",78%,4.2,29478,Electronics,14.919515985233463
₹299,₹650,54%,4.5,33176,Computers&Accessories,28.887173941951914
₹399,"₹1,099",64%,4.2,24269,Computers&Accessories,30.190158473000817
₹266,₹315,16%,4.5,28030,Electronics,2.771951679127639
₹50,₹50,0%,4.3,5792,OfficeProducts,49.7237297904407
₹130,₹165,21%,3.9,14778,Home&Kitchen,43.03308108624255
₹449,"₹1,290",65%,4.1,91770,Electronics,5.688375933607341
"₹3,999","₹16,999",76%,4.3,17162,Electronics,17.04096595955953
₹399,"₹1,290",69%,4.2,206,Electronics,5.688375933607341
"₹1,399","₹2,498",44%,4.2,33717,Computers&Accessories,33.24939914890976
₹199,₹349,43%,4.0,43994,Computers&Accessories,27.891205793079493
₹199,₹999,80%,3.9,7928,Computers&Accessories,29.916844078715123
"₹2,998","₹5,999",50%,4.1,5179,Electronics,12.494891513647788
"₹4,098","₹4,999",18%,4.5,50810,Computers&Accessories,36.5852888861897
₹499,"₹1,999",75%,3.7,3369,Electronics,7.298871732348519
₹299,₹449,33%,3.5,11827,Computers&Accessories,28.23429779515547
₹329,₹699,53%,4.2,94364,Computers&Accessories,29.03935092689105
₹699,₹999,30%,3.5,15295,Computers&Accessories,29.916844078715123
₹799,"₹3,990",80%,4.3,27139,Electronics,10.463156603173067
"₹1,399","₹5,499",75%,3.9,9504,Electronics,12.061910486296213
₹154,₹399,61%,4.2,16905,Computers&Accessories,28.06434047721656
₹519,"₹1,350",62%,4.3,30058,Computers&Accessories,30.838257490136712
"₹2,299","₹7,990",71%,4.2,69619,Electronics,13.888397718739846
₹399,"₹1,999",80%,4.0,3382,Electronics,7.298871732348519
"₹1,499","₹3,990",62%,4.1,109864,Electronics,10.463156603173067
"₹1,295","₹1,295",0%,4.5,5760,OfficeProducts,53.640086477737704
"₹1,889","₹5,499",66%,4.2,49551,Computers&Accessories,37.06157234651973
₹455,"₹1,490",69%,4.1,161677,Electronics,6.178306632909925
₹399,₹995,60%,3.9,21372,Electronics,4.906059986693446
"₹1,059","₹3,999",74%,4.3,140035,Electronics,10.47428130977438
₹149,"₹1,000",85%,3.9,24870,Computers&Accessories,29.919622319533033
₹717,₹761,6%,4.0,7199,Computers&Accessories,29.228191433691457
₹99,₹999,90%,4.0,1396,Computers&Accessories,29.916844078715123
₹39,₹299,87%,3.5,15233,Computers&Accessories,27.714803800315575
₹889,"₹2,500",64%,4.3,55747,Computers&Accessories,33.25295565286637
"₹1,199","₹4,999",76%,3.8,14961,Electronics,11.58562702596618
₹569,"₹1,299",56%,4.4,9275,Computers&Accessories,30.710753186866473
"₹1,499","₹8,999",83%,3.7,28324,Electronics,14.443259742591655
₹149,₹180,17%,4.4,644,Electronics,2.281607820956876
₹399,₹549,27%,4.4,18139,Computers&Accessories,28.565023893390183
₹191,₹225,15%,4.4,7203,Home&Kitchen,43.25540932609766
₹129,₹999,87%,4.2,491,Computers&Accessories,29.916844078715123
₹199,₹599,67%,4.5,13568,Computers&Accessories,28.725956784020738
₹999,"₹4,499",78%,3.8,3390,Electronics,11.059203186614143
₹899,"₹4,499",80%,3.8,103052,Electronics,11.059203186614143
"₹1,799","₹2,499",28%,4.1,18678,Electronics,8.251515777796424
₹176.63,₹499,65%,4.1,15189,Computers&Accessories,28.401164418096407
₹522,₹550,5%,4.4,12179,OfficeProducts,51.50769197044248
₹799,"₹1,999",60%,3.8,12958,Electronics,7.298871732348519
₹681,"₹1,199",43%,4.2,8258,Computers&Accessories,30.45465485166187
"₹1,199","₹3,490",66%,4.1,11716,Computers&Accessories,34.807725970887574
"₹2,499","₹4,999",50%,4.4,35024,Computers&Accessories,36.5852888861897
"₹1,799","₹4,999",64%,4.1,55192,Electronics,11.58562702596618
₹429,₹599,28%,4.1,119466,Electronics,3.7262949237972207
₹100,₹499,80%,3.5,9638,Computers&Accessories,28.401164418096407
₹329,₹399,18%,3.6,33735,Computers&Accessories,28.06434047721656
₹229,₹299,23%,4.3,30411,Computers&Accessories,27.714803800315575
₹139,₹299,54%,3.8,3044,Computers&Accessories,27.714803800315575
"₹1,199","₹2,499",52%,4.0,33584,Electronics,8.251515777796424
"₹1,049","₹2,299",54%,3.9,1779,Electronics,7.886120207220188
₹119,₹299,60%,4.1,5999,Electronics,2.7151419400920522
₹154,₹339,55%,4.3,13391,Computers&Accessories,27.856189716673573
₹225,₹250,10%,4.4,26556,Electronics,2.5390080783571336
₹656,"₹1,499",56%,4.3,25903,Computers&Accessories,31.199306373490053
"₹1,109","₹2,800",60%,4.3,53464,Computers&Accessories,33.76577616568689
"₹2,999","₹7,990",62%,4.1,48448,Electronics,13.888397718739846
₹169,₹299,43%,4.4,5176,Computers&Accessories,27.714803800315575
₹309,₹404,24%,4.4,8614,Computers&Accessories,28.08147773527446
₹599,"₹1,399",57%,3.8,60026,Electronics,5.959185338196841
₹299,₹599,50%,3.8,3066,Computers&Accessories,28.725956784020738
₹449,₹999,55%,4.0,2102,Computers&Accessories,29.916844078715123
₹799,"₹1,295",38%,4.4,34852,Computers&Accessories,30.700665475476907
₹219,₹700,69%,4.4,426972,Electronics,4.042767476853374
₹157,₹160,2%,4.5,8618,OfficeProducts,50.1458650272202
₹369,"₹1,600",77%,4.0,32625,Electronics,6.43511197446103
₹599,₹899,33%,4.0,4018,Computers&Accessories,29.634263219120538
₹479,₹599,20%,4.3,11687,Electronics,3.7262949237972207
₹350,₹899,61%,4.2,2262,Computers&Accessories,29.634263219120538
"₹1,598","₹2,990",47%,3.8,11015,Electronics,9.070982570281563
₹599,₹899,33%,4.3,95116,Computers&Accessories,29.634263219120538
₹159,₹399,60%,4.1,4768,Computers&Accessories,28.06434047721656
"₹1,299","₹3,000",57%,4.3,23022,Computers&Accessories,34.086288986199705
"₹1,599","₹4,999",68%,4.0,67951,Electronics,11.58562702596618
₹294,"₹4,999",94%,4.3,4426,Computers&Accessories,36.5852888861897
₹828,₹861,4%,4.2,4567,Computers&Accessories,29.52435416279073
₹745,₹795,6%,4.0,13797,Electronics,4.330371733396371
"₹1,549","₹2,495",38%,4.4,15137,Electronics,8.24439897387478
₹349,₹399,13%,4.4,18757,Computers&Accessories,28.06434047721656
₹970,"₹1,799",46%,4.5,815,Computers&Accessories,31.878243685420177
"₹1,469","₹2,499",41%,4.2,156638,Computers&Accessories,33.251177638019946
₹198,₹800,75%,4.1,9344,OfficeProducts,52.28433067811567
₹549,₹549,0%,4.5,4875,Electronics,3.5653620331666662
"₹2,999","₹9,999",70%,4.2,20881,Electronics,14.919515985233463
"₹12,000","₹29,999",60%,4.3,4744,Electronics,18.729402633847837
"₹1,299","₹3,499",63%,3.9,12452,Electronics,9.820536997725798
₹269,₹315,15%,4.5,17810,Electronics,2.771951679127639
₹799,"₹1,499",47%,4.1,53648,Electronics,6.199644513266533
"₹6,299","₹13,750",54%,4.2,2014,Computers&Accessories,41.25295565286637
₹59,₹59,0%,3.8,5958,Computers&Accessories,26.819536663606304
₹571,₹999,43%,4.3,38221,Electronics,4.9171822184916
₹549,₹999,45%,3.9,64705,Electronics,4.9171822184916
"₹2,099","₹5,999",65%,4.3,17129,Electronics,12.494891513647788
"₹13,490","₹21,990",39%,4.3,11976,Electronics,17.881551171919124
₹448,₹699,36%,3.9,17348,Computers&Accessories,29.03935092689105
"₹1,499","₹2,999",50%,3.7,87798,Electronics,9.085064430639264
₹299,₹499,40%,4.2,24432,Electronics,3.4015025578728895
₹579,"₹1,400",59%,4.3,189104,Computers&Accessories,30.961288986199705
"₹2,499","₹3,299",24%,4.2,93112,Electronics,9.536982590489979
"₹1,199","₹5,999",80%,3.9,47521,Electronics,12.494891513647788
₹399,₹499,20%,4.3,27201,Electronics,3.4015025578728895
₹279,₹499,44%,3.7,10962,Electronics,3.4015025578728895
"₹13,490","₹22,900",41%,4.3,16299,Electronics,18.00239773529518
₹279,₹375,26%,4.3,31534,Computers&Accessories,27.981637823409006
"₹2,499","₹4,999",50%,3.9,7571,Electronics,11.58562702596618
